2023-085A               
2 57179  97.6680 245.4180 0019457 182.3634 177.7503 15.03162441  2441
MONITOR-3 (RS58S)       
1 57180U 23091Q   23194.85389997  .00004369  00000+0  32626-3 0  9996
2 57180  97.6667 245.4152 0019519 183.4757 176.6336 15.03194621  2441
2023-091R               
1 57181U 23091R   23194.85430220  .00002305  00000+0  17470-3 0  9991
2 57181  97.6640 245.4046 0018758 189.3339 170.7541 15.03130116  2442
MONITOR-4 (RS57S)       
1 57182U 23091S   23194.85399433  .00004394  00000+0  32817-3 0  9994
2 57182  97.6661 245.4145 0019542 184.1137 175.9931 15.03186014  2445
2023-091T               
1 57183U 23091T   23195.10898953  .00003327  00000+0  24344-3 0  9996
2 57183  97.6656 245.6855 0015408 177.1263 183.0054 15.04193587  2483
MONITOR-2 (RS39S)       
1 57184U 23091U   23195.11017276  .00002897  00000+0  21317-3 0  9997
2 57184  97.6655 245.6839 0015358 178.3324 181.7956 15.04082825  2488
2023-091V               
1 57185U 23091V   23195.10876158  .00005062  00000+0  36766-3 0  9990
2 57185  97.6652 245.6949 0014332 183.3075 176.8058 15.04240709  2483
2023-091W               
1 57186U 23091W   23195.10730399  .00003662  00000+0  26640-3 0  9991
2 57186  97.6654 245.6864 0014911 176.4637 183.6697 15.04350053  2481
SVYATOBOR 1 (RS60S)     
1 57187U 23091X   23195.10834591  .00004345  00000+0  31591-3 0  9991
2 57187  97.6656 245.6859 0015299 176.9928 183.1392 15.04265988  2485
HORS 1                  
1 57188U 23091Y   23195.10788662  .00004221  00000+0  30672-3 0  9991
2 57188  97.6637 245.6918 0015018 179.3687 180.7560 15.04308385  2488
VIZARD-METEO (RS38S)    
1 57189U 23091Z   23195.10510985  .00005798  00000+0  41665-3 0  9997
2 57189  97.6649 245.6877 0014444 175.6505 184.4850 15.04577581  2485
NANOZOND 1 (RS49S)      
1 57190U 23091AA  23195.10331391  .00007508  00000+0  53561-3 0  9990
2 57190  97.6623 245.6791 0013141 181.3255 178.7938 15.04765957  2482
2023-091AB              
1 57191U 23091AB  23194.85338286  .00002813  00000+0  21168-3 0  9994
2 57191  97.6635 245.4052 0018603 188.9895 171.1000 15.03221339  2448
2023-091AC              
1 57192U 23091AC  23194.85492795  .00004679  00000+0  35003-3 0  9996
2 57192  97.6646 245.4052 0019236 188.6465 171.4431 15.03099142  2440
2023-091AD              
1 57193U 23091AD  23194.85478118  .00004876  00000+0  36436-3 0  9990
2 57193  97.6645 245.4045 0019058 189.6587 170.4274 15.03119019  2440
2023-091AE              
1 57194U 23091AE  23194.85468214  .00004627  00000+0  34592-3 0  9992
2 57194  97.6644 245.4051 0019098 189.0457 171.0427 15.03125200  2447
2023-091AF              
1 57195U 23091AF  23195.10723426  .00003338  00000+0  24328-3 0  9995
2 57195  97.6666 245.6991 0014518 179.8080 180.3154 15.04354310  2489
2023-091AG              
1 57196U 23091AG  23195.10696189  .00004888  00000+0  35358-3 0  9997
2 57196  97.6649 245.6956 0014669 179.1736 180.9516 15.04401801  2486
2023-091AH              
1 57197U 23091AH  23195.10680732  .00005615  00000+0  40532-3 0  9994
2 57197  97.6632 245.6788 0014399 181.5501 178.5682 15.04421820  2489
2023-091AJ              
1 57198U 23091AJ  23195.10620641  .00009356  00000+0  67021-3 0  9996
2 57198  97.6677 245.7030 0014496 180.8021 179.3184 15.04524965  2487
2023-091AK              
1 57199U 23091AK  23194.70735153  .00005546  00000+0  40014-3 0  9997
2 57199  97.6644 245.2853 0014144 181.9298 178.1876 15.04452267  2422
2023-091AL              
1 57200U 23091AL  23195.10612735  .00006199  00000+0  44607-3 0  9992
2 57200  97.6660 245.6890 0014915 175.0662 185.0713 15.04495084  2480
2023-091AM              
1 57201U 23091AM  23194.90658883  .00005811  00000+0  41861-3 0  9993
2 57201  97.6640 245.4830 0014141 181.1684 178.9512 15.04484910  2455
2023-091AN              
1 57202U 23091AN  23195.10610411  .00003732  00000+0  27066-3 0  9993
2 57202  97.6651 245.6873 0014711 175.3235 184.8131 15.04459583  2481
UTMN 2 (RS27S)          
1 57203U 23091AP  23195.10582997  .00005314  00000+0  38296-3 0  9996
2 57203  97.6647 245.6872 0014728 175.8411 184.2940 15.04505792  2481
2023-091AQ              
1 57204U 23091AQ  23195.10447607  .00005583  00000+0  40080-3 0  9997
2 57204  97.6648 245.6880 0014232 175.3375 184.7986 15.04632523  2484
ARCCUBE 1 (RS25S)       
1 57205U 23091AR  23195.10405415  .00008407  00000+0  60002-3 0  9993
2 57205  97.6606 245.6751 0013489 183.2484 176.8656 15.04709106  2486
2023-091AS              
1 57206U 23091AS  23195.10401627  .00007221  00000+0  51630-3 0  9995
2 57206  97.6618 245.6778 0013384 181.9900 178.1275 15.04694479  2489
2023-091AU              
1 57208U 23091AU  23195.10411177  .00006419  00000+0  45964-3 0  9999
2 57208  97.6646 245.6880 0014031 175.6114 184.5238 15.04672098  2486
H2SAT (HEINRICH HERTZ)  
1 57213U 23093A   23194.23498039 -.00000097  00000+0  00000+0 0  9997
2 57213   0.1359  89.4184 0483886 176.6493  96.3593  1.07966514   133
SYRACUSE 4B             
1 57214U 23093B   23194.16560553 -.00000170  00000+0 -22840-3 0  9994
2 57214   2.9796  80.4622 7190351 183.0748 166.5451  2.24861746   168
2023-093C               
1 57215U 23093C   23194.12491186  .00025945  00000+0  92092-2 0  9996
2 57215   2.9974  79.8140 7270264 183.8058 163.1543  2.28887579   169
2023-093D               
1 57216U 23093D   23194.55511266  .00004625  00000+0  12335-2 0  9990
2 57216   2.7106  86.3997 7268577 177.2287 191.3549  2.29965990   189
KUZGTU 1 (RS47S)        
1 57217U 23091AV  23194.85293653  .00004492  00000+0  33459-3 0  9992
2 57217  97.6646 245.4118 0019194 184.8473 175.2570 15.03285796  2449
2023-095A               
1 57288U 23095A   23194.90921384 -.00515116  00000+0 -98688+0 0  9992
2 57288  86.4997  14.8223 0014933 285.1403  75.1931 13.40071092   607
2023-095B               
1 57289U 23095B   23194.98207053 -.00480520  00000+0 -91037+0 0  9992
2 57289  86.5009  14.7956 0011052 282.6858  78.7478 13.40633311   614
1998-067VQ              
1 57312U 98067VQ  23194.54578831  .00039188  00000+0  67283-3 0  9995
2 57312  51.6389 197.8654 0002924 317.8395  42.2369 15.50761063  1118
1998-067VR              
1 57313U 98067VR  23194.54572593  .00035672  00000+0  61374-3 0  9994
2 57313  51.6388 197.8654 0003361 357.8434   2.2541 15.50746520  1122
1998-067VS              
1 57314U 98067VS  23194.48074266  .00056671  00000+0  95864-3 0  9995
2 57314  51.6388 198.1813 0002984 357.8788   2.2188 15.51016104  1100
1998-067VT              
1 57315U 98067VT  23194.48116593  .00039418  00000+0  67605-3 0  9998
2 57315  51.6386 198.1838 0003017 308.8548  51.2172 15.50788698  1115
1998-067VU              
1 57316U 98067VU  23193.70861912  .00056863  00000+0  97663-3 0  9995
2 57316  51.6386 202.0252 0002351 347.4085  12.6845 15.50587851   986
1998-067VV              
1 57317U 98067VV  23194.73878397  .00051335  00000+0  87268-3 0  9994
2 57317  51.6389 196.9051 0002866 318.6833  41.3939 15.50919900  1146
YZ-1S R/B               
1 57318U 23095C   23195.18419847  .03252655 -65570-6  11675-3 0  9996
2 57318  86.3870  14.3658 0598895 280.3166  73.0923 15.11880705   689
2023-097A               
1 57319U 23097A   23194.60158899 -.00000085  00000+0  00000+0 0  9993
2 57319  97.2712 221.5130 0024913 287.9723 191.4923 15.39765422   245
